accession	scaffold_count	gc_count	longest_scaffold	gc_percentage	total_gap_length	genome_size	n50_contigs	n50_scaffolds	l50_scaffolds	contig_count	ambiguous_bases	longest_contig	l50_contigs	mean_scaffold_length	mean_contig_length	trna_aa_count	trna_selenocysteine_count	trna_count	checkm_completeness	checkm_contamination	protein_count	coding_bases	coding_density	ssu_count	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	lsu_5s_count	ncbi_taxonomy	gtdb_genome_representative	gtdb_representative	ncbi_taxonomy_unfiltered	ncbi_type_material	ncbi_biosample	ncbi_total_gap_length	ncbi_molecule_count	ncbi_date	ncbi_submitter	ncbi_ncrna_count	ncbi_scaffold_n50	ncbi_assembly_name	ncbi_scaffold_n75	ncbi_protein_count	ncbi_assembly_type	ncbi_rrna_count	ncbi_genbank_assembly_accession	ncbi_total_length	ncbi_unspanned_gaps	ncbi_taxid	ncbi_trna_count	ncbi_genome_representation	ncbi_spanned_gaps	ncbi_translation_table	ncbi_scaffold_n90	ncbi_contig_count	ncbi_organism_name	ncbi_contig_n50	ncbi_ungapped_length	ncbi_scaffold_l50	ncbi_ssu_count	ncbi_scaffold_count	ncbi_assembly_level	ncbi_refseq_category	ncbi_species_taxid	ncbi_isolate	ncbi_wgs_master	ncbi_bioproject	ncbi_seq_rel_date	ncbi_isolation_source	ncbi_country	ncbi_lat_lon	ncbi_strain_identifiers	ssu_gg_taxonomy	ssu_gg_blast_bitscore	ssu_gg_blast_subject_id	ssu_gg_blast_perc_identity	ssu_gg_blast_evalue	ssu_gg_blast_align_len	ssu_gg_query_id	ssu_gg_length	ssu_silva_blast_bitscore	ssu_silva_taxonomy	ssu_silva_blast_subject_id	ssu_silva_blast_align_len	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	lsu_5s_query_id	lsu_5s_length	lsu_5s_contig_len	gtdb_taxonomy	mimag_high_quality	gtdb_cluster_size	gtdb_clustered_genomes	gtdb_type_material
RS_GCF_000691505.1	26	1931795	712144	60.7778948859	0	3178490	262614	262614	4	26	40	712144	4	122249	122249	19	0	42	87.74	1.1	3401	2573486	80.9656786713	2	395	f__Halobacteriaceae (UID85)	250	80	3	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Halostagnicola;s__	RS_GCF_000691505.1	t	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Halostagnicola;s__Halostagnicola sp. A56	f	SAMN02739884	0	0	2015-7-7	Agharkar Research Institute	0	none	ASM69150v2	none	3243	n/a	4	GCA_000691505.2	3178490	0	1495067	40	full	0	11	none	26	Halostagnicola sp. A56	262614	3178490	none	1	none	Contig	na	1495067	none	JMIP00000000.2	PRJNA224116	2015/07/07	none	India: North Bay; Andaman Islands	none	A56	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halostagnicola;s__larsenii	2381	542973	99.466	0	1310	NZ_JMIP02000025.1	1331	2418	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halostagnicola;Halostagnicola larsenii XH-48	CP007055.1411364.1412836	1330	0	99.474	NZ_JMIP02000025.1-#2	110	262614	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halostagnicola;s__	f	1	RS_GCF_000691505.1	f
RS_GCF_001433455.1	1	999285	2388527	41.8368726835	0	2388527	2388527	2388527	1	1	0	2388527	1	2388527	2388527	20	0	46	99.5	0.5	2657	2187645	91.5897119857	1	299	p__Euryarchaeota (UID4)	202	100	2	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus barophilus	RS_GCF_001433455.1	t	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus barophilus	f	SAMN03324231	0	1	2015-11-5	Ecole Normale Superieure de Lyon	0	none	ASM143345v1	none	2590	n/a	4	GCA_001433455.1	2388527	0	55802	47	full	0	11	none	none	Thermococcus barophilus	none	2388527	none	1	none	Complete Genome	na	55802	none	none	PRJNA224116	2015/11/05	hydrothermal fluid	Atlantic Ocean: Logatchev hydrothermal vent site	14.75 N 44.98 W	CH5	k__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__barophilus	2767	1879068	100	0	1498	NZ_CP013050.1	1499	2699	Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus sp. MV1031	AJ419873.1.1488	1482	0	99.595	NZ_CP013050.1-#2	107	2388527	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus_B;s__Thermococcus_B barophilus	t	1	RS_GCF_001433455.1	f
RS_GCF_000026045.1	3	1735599	2595221	63.1196685015	0	2749696	2595221	2595221	1	3	0	2595221	1	916565	916565	20	0	45	99.29	1.28	2849	2482471	90.2816529536	1	359	f__Halobacteriaceae (UID84)	235	0	1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Natronomonas;s__Natronomonas pharaonis	RS_GCF_000026045.1	t	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Natronomonas;s__Natronomonas pharaonis;st__Natronomonas pharaonis DSM 2160	t	SAMEA3138222	0	3	2005-9-28	Max Planck Institute	0	none	ASM2604v1	none	2768	n/a	3	GCA_000026045.1	2749696	0	348780	46	full	0	11	none	none	Natronomonas pharaonis DSM 2160	none	2749696	none	1	none	Complete Genome	representative genome	2257	none	none	PRJNA224116	2005/09/28	none	none	none	Gabara	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Natronomonas;s__	2706	140276	100	0	1465	NC_007426.1	1466	2706	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Natronomonas;Natronomonas pharaonis DSM 2160	CR936257.214463.215929	1465	0	100	NC_007426.1	116	2595221	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Natronomonas;s__Natronomonas pharaonis	t	1	RS_GCF_000026045.1	t
RS_GCF_000337855.1	56	2354936	378970	59.9458309151	70	3928510	166702	166703	8	56	0	378964	8	70151	70150	19	0	55	99.54	0.24	3966	3427177	87.2385968217	3	417	f__Halobacteriaceae (UID96)	263	0	1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Halogeometricum;s__Halogeometricum borinquense	RS_GCF_000337855.1	t	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Halogeometricum;s__Halogeometricum borinquense;st__Halogeometricum borinquense DSM 11551	t	SAMN02471667	0	0	2013-2-4	University of California, Davis	0	none	ASM33785v1	none	3835	n/a	7	GCA_000337855.1	3928510	0	469382	55	full	0	11	none	56	Halogeometricum borinquense DSM 11551	166703	3928510	none	3	none	Contig	na	60847	none	AOHT00000000.1	PRJNA224116	2013/02/04	none	none	none	DSM 11551	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halogeometricum;s__	2200	3867975	100	0	1191	NZ_AOHT01000014.1	1424	2604	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halogeometricum;Halogeometricum borinquense DSM 11551	AOHT01000014.950.2361	1412	0	100	NZ_AOHT01000013.1	86	56330	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halogeometricum;s__Halogeometricum borinquense	t	1	RS_GCF_000337855.1	t
RS_GCF_000166095.1	1	393356	1243342	31.6369912703	0	1243342	1243342	1243342	1	1	0	1243342	1	1243342	1243342	20	0	41	100	0	1318	1169872	94.0909259078	2	188	p__Euryarchaeota (UID3)	125	0	2	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanothermaceae;g__Methanothermus;s__Methanothermus fervidus	RS_GCF_000166095.1	t	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanothermaceae;g__Methanothermus;s__Methanothermus fervidus;st__Methanothermus fervidus DSM 2088	t	SAMN02232040	0	1	2010-11-5	US DOE Joint Genome Institute (JGI-PGF)	0	none	ASM16609v1	none	1309	n/a	6	GCA_000166095.1	1243342	0	523846	41	full	0	11	none	none	Methanothermus fervidus DSM 2088	none	1243342	none	2	none	Complete Genome	representative genome	2180	none	none	PRJNA224116	2010/11/05	hot solfataric spring	Iceland	none	DSM 2088	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__;g__;s__	2689	3080437	99.527	0	1479	NC_014658.1-#2	1479	2730	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanothermaceae;Methanothermus;Methanothermus fervidus DSM 2088	CP002278.767977.769457	1478	0	100	NC_014658.1-#2	111	1243342	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanothermaceae;g__Methanothermus;s__Methanothermus fervidus	t	1	RS_GCF_000166095.1	t
RS_GCF_000017945.1	1	733373	1297538	56.520348537	0	1297538	1297538	1297538	1	1	0	1297538	1	1297538	1297538	20	0	46	99.37	0.84	1490	1201897	92.6290405368	1	245	c__Thermoprotei (UID148)	158	0	0	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Ignicoccus;s__Ignicoccus hospitalis	RS_GCF_000017945.1	t	d__Archaea;x__TACK group;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Ignicoccus;s__Ignicoccus hospitalis;st__Ignicoccus hospitalis KIN4/I	t	SAMN02598324	0	1	2007-8-29	US DOE Joint Genome Institute	0	none	ASM1794v1	none	1457	n/a	4	GCA_000017945.1	1297538	0	453591	46	full	0	11	none	none	Ignicoccus hospitalis KIN4/I	none	1297538	none	1	none	Complete Genome	representative genome	160233	none	none	PRJNA224116	2007/08/29	none	none	none	KIN4/I	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Ignicoccus;s__	2560	252944	100	0	1386	NC_009776.1	1437	2627	Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Ignicoccus;Ignicoccus hospitalis KIN4/I	CP000816.728379.729800	1422	0	100	none	none	none	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Ignicoccaceae;g__Ignicoccus_A;s__Ignicoccus_A hospitalis	f	1	RS_GCF_000017945.1	t
RS_GCF_000337435.1	79	2296701	256963	68.0295577592	191	3376225	97506	97508	11	79	0	256950	11	42737	42734	20	0	47	99.49	0	3361	2872403	85.0773571074	2	417	f__Halobacteriaceae (UID96)	263	0	3	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Halorubraceae;g__Halorubrum;s__Halorubrum terrestre	RS_GCF_000337435.1	t	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Halorubraceae;g__Halorubrum;s__Halorubrum terrestre;st__Halorubrum terrestre JCM 10247	t	SAMN02471682	0	0	2013-2-4	University of California, Davis	0	none	ASM33743v1	none	3312	n/a	10	GCA_000337435.1	3376225	0	1227486	46	full	0	11	none	79	Halorubrum terrestre JCM 10247	97508	3376225	none	4	none	Contig	na	267368	none	AOIW00000000.1	PRJNA224116	2013/02/04	none	none	none	JCM 10247	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halorubrum;s__	1262	556420	96.982	0	762	NZ_AOIW01000062.1	1661	2867	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halorubrum;Halorubrum terrestre JCM 10247	AOIW01000062.41242.42801	1560	0	100	NZ_AOIW01000038.1	116	176820	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum terrestre	f	1	RS_GCF_000337435.1	t
RS_GCF_000336835.1	41	2398017	746499	66.645665186	46	3598205	213904	213905	6	41	0	746491	6	87761	87759	19	0	54	99.06	0	3616	3123317	86.8020860401	0	417	f__Halobacteriaceae (UID96)	263	0	0	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Haloferax;s__	RS_GCF_000336855.1	f	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Haloferax;s__Haloferax sp. ATCC BAA-645	f	SAMN02471635	0	0	2013-2-4	University of California, Davis	0	none	ASM33683v1	none	3541	n/a	2	GCA_000336835.1	3598205	0	1227463	52	full	0	11	none	41	Haloferax sp. ATCC BAA-645	213905	3598205	none	2	none	Contig	na	1227463	none	AOLE00000000.1	PRJNA224116	2013/02/04	none	none	none	ATCC BAA-645	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax sp1	f	none	none	f
RS_GCF_000172995.2	6	2364339	2820544	59.9406459732	0	3944467	2820544	2820544	1	6	0	2820544	1	657411	657411	19	0	52	99.92	0.05	3954	3437092	87.1370453853	2	417	f__Halobacteriaceae (UID96)	263	0	2	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Halogeometricum;s__Halogeometricum borinquense	RS_GCF_000172995.2	t	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Halogeometricum;s__Halogeometricum borinquense;st__Halogeometricum borinquense DSM 11551	t	SAMN00002580	0	6	2010-11-22	US DOE Joint Genome Institute (JGI-PGF)	0	none	ASM17299v2	none	3828	n/a	6	GCA_000172995.2	3944467	0	469382	53	full	0	11	none	none	Halogeometricum borinquense DSM 11551	none	3944467	none	2	none	Complete Genome	representative genome	60847	none	none	PRJNA224116	2010/11/22	none	none	none	PR 3	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halogeometricum;s__	2715	3867975	100	0	1470	NC_014729.1	1471	2717	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halogeometricum;Halogeometricum borinquense DSM 11551	CP001690.302740.304218	1471	0	100	NC_014729.1	116	2820544	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halogeometricum;s__Halogeometricum borinquense	t	1	RS_GCF_000172995.2	t
RS_GCF_000970265.1	1	1731383	4139808	41.822785018	0	4139808	4139808	4139808	1	1	0	4139808	1	4139808	4139808	20	0	56	99.18	0	3469	3022016	72.9989410137	3	228	p__Euryarchaeota (UID49)	153	0	3	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina lacustris	RS_GCF_000970265.1	t	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina lacustris;st__Methanosarcina lacustris Z-7289	f	SAMN03074579	0	1	2015-4-7	University of Illinois at Urbana-Champaign	0	none	ASM97026v1	none	3454	n/a	9	GCA_000970265.1	4139808	0	1434111	55	full	0	11	none	none	Methanosarcina lacustris Z-7289	none	4139808	none	3	none	Complete Genome	representative genome	170861	none	none	PRJNA224116	2015/04/07	none	none	none	Z-7289	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__	2656	83898	99.931	0	1441	NZ_CP009515.1	1477	2656	Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;Methanosarcina lacustris	AY260431.1.1441	1441	0	99.931	NZ_CP009515.1	116	4139808	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina lacustris	t	1	RS_GCF_000970265.1	f
RS_GCF_000979975.1	103	1667916	243883	43.0931038777	235	3870729	61914	65248	19	115	0	243883	21	37579	33656	20	0	55	99.84	0	3233	2931566	75.7367927334	1	228	p__Euryarchaeota (UID49)	153	0	1	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__	RS_GCF_000979975.1	t	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp. 1.H.A.2.2	f	SAMN02708993	235	0	2015-4-23	University of Illinois at Urbana-Champaign	0	none	gtlEnvA5udCFS	none	3247	n/a	3	GCA_000979975.1	3870729	0	1483601	56	full	12	11	none	115	Methanosarcina sp. 1.H.A.2.2	61914	3870494	none	1	none	Scaffold	na	1483601	none	JJQL00000000.1	PRJNA224116	2015/04/23	sediment	USA: Columbia River Estuary; north of Astoria; OR	46.17467 N 123.8493 W	1.H.A.2.2	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__	2634	83898	99.653	0	1441	NZ_JJQL01000019.1	1477	2651	Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;uncultured Methanosarcina sp.	JF789590.1.1447	1447	0	99.724	NZ_JJQL01000006.1	116	23459	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp1	t	3	RS_GCF_000979295.1;RS_GCF_000979975.1;RS_GCF_000979385.1	f
RS_GCF_000969985.1	2	1926040	4874815	39.2495543251	0	4907186	4874815	4874815	1	2	22	4874815	1	2453593	2453593	20	0	60	99.84	0.65	4066	3524831	71.8299856578	3	228	p__Euryarchaeota (UID49)	153	0	3	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina barkeri	none	f	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina barkeri;st__Methanosarcina barkeri str. Wiesmoor	f	SAMN03074576	0	2	2015-4-7	University of Illinois at Urbana-Champaign	0	none	ASM96998v1	none	4017	n/a	9	GCA_000969985.1	4907186	0	1434109	63	full	0	11	none	none	Methanosarcina barkeri str. Wiesmoor	none	4907186	none	3	none	Complete Genome	na	2208	none	none	PRJNA224116	2015/04/07	none	none	none	Wiesmoor	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__	2710	130989	99.797	0	1476	NZ_CP009526.1	1477	2726	Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;Methanosarcina barkeri str. Fusaro	CP000099.2196021.2197498	1476	0	100	NZ_CP009526.1	117	4874815	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina barkeri	t	none	none	f
RS_GCF_000337815.1	20	2083638	788535	61.8477035496	0	3368982	364210	364210	3	20	0	788535	3	168449	168449	20	0	55	99.36	0.19	3454	2902015	86.1392254396	1	417	f__Halobacteriaceae (UID96)	263	0	1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Haloferax;s__Haloferax mucosum	RS_GCF_000337815.1	t	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Haloferax;s__Haloferax mucosum;st__Haloferax mucosum ATCC BAA-1512	t	SAMN02471642	0	0	2013-2-4	University of California, Davis	0	none	ASM33781v1	none	3354	n/a	3	GCA_000337815.1	3368982	0	662479	54	full	0	11	none	20	Haloferax mucosum ATCC BAA-1512	364210	3368982	none	1	none	Contig	representative genome	403181	none	AOLN00000000.1	PRJNA224116	2013/02/04	none	none	none	ATCC BAA-1512	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Haloferax;s__	2645	2415730	99.116	0	1471	NZ_AOLN01000016.1	1472	2717	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Haloferax;Haloferax mucosum	AB663380.1.1473	1471	0	100	NZ_AOLN01000016.1	112	5420	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax mucosum	t	1	RS_GCF_000337815.1	t
RS_GCF_000979015.1	159	1656873	255452	41.6141656737	485	3981997	35877	44614	26	182	0	145473	31	25044	21876	20	0	56	100	0.65	3443	3005717	75.482653553	1	228	p__Euryarchaeota (UID49)	153	0	0	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	RS_GCF_000970205.1	f	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	f	SAMN02708987	466	0	2015-4-23	University of Illinois at Urbana-Champaign	0	none	gtlEnvA5udCFS	none	3384	n/a	2	GCA_000979015.1	3981997	0	2209	55	full	23	11	none	182	Methanosarcina mazei	35877	3981531	none	1	none	Scaffold	na	2209	none	JJPO00000000.1	PRJNA224116	2015/04/23	sediment	USA: Columbia River Estuary; north of Astoria; OR	46.1597 N 123.8065 W	3.H.A.2.1	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__mazei	2710	439	99.864	0	1473	NZ_JJPO01000082.1	1474	2721	Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;Methanosarcina mazei Go1	AE008384.235306.236779	1473	0	100	none	none	none	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	f	none	none	f
RS_GCF_000591055.1	1	1879362	2912573	64.5258333439	0	2912573	2912573	2912573	1	1	0	2912573	1	2912573	2912573	19	0	44	99.57	2.77	2923	2515360	86.3621272325	1	359	f__Halobacteriaceae (UID84)	235	37.5	1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Natronomonas;s__Natronomonas moolapensis	RS_GCF_000591055.1	t	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Natronomonas;s__Natronomonas moolapensis;st__Natronomonas moolapensis 8.8.11	t	SAMEA3138954	0	1	2013-2-21	Max-Planck-Institute of Biochemistry	0	none	ASM59105v1	none	2826	n/a	3	GCA_000591055.1	2912573	0	268739	45	full	0	11	none	none	Natronomonas moolapensis 8.8.11	none	2912573	none	1	none	Complete Genome	representative genome	416273	none	none	PRJNA224116	2013/02/21	none	none	none	8.8.11	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Natronomonas;s__	2706	645159	100	0	1465	NC_020388.1	1466	2706	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Natronomonas;Natronomonas moolapensis	AB663431.1.1467	1465	0	100	NC_020388.1	115	2912573	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Natronomonas;s__Natronomonas moolapensis	t	1	RS_GCF_000591055.1	t
RS_GCF_000827835.1	6	2617408	3423144	61.949810724	0	4225046	3423144	3423144	1	6	0	3423144	1	704174	704174	20	0	48	99.93	0.1	4266	3675840	87.0011829457	3	395	f__Halobacteriaceae (UID85)	250	0	4	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__	RS_GCF_000827835.1	t	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula sp. CBA1115	f	SAMN03278120	0	6	2015-1-23	Kyung Hee University	0	none	ASM82783v1	none	4095	n/a	10	GCA_000827835.1	4225046	0	1592728	48	full	0	11	none	none	Haloarcula sp. CBA1115	none	4225046	none	3	none	Complete Genome	na	1592728	CBA1115	none	PRJNA224116	2015/01/23	Solar salt	South Korea	34.55 N 126.06 E	CBA1115	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Haloarcula;s__	2693	251952	99.728	0	1470	NZ_CP010529.1-#2	1471	2715	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Haloarcula;Haloarcula sp. CBA1115	CP010529.3289.4761	1470	0	100	NZ_CP010529.1-#2	115	3423144	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula sp1	t	1	RS_GCF_000827835.1	f
RS_GCF_001317345.1	43	714607	483520	39.2823159299	0	1819157	211007	211007	3	43	0	483520	3	42305	42305	20	0	44	98.51	0.5	1977	1675223	92.087873669	1	299	p__Euryarchaeota (UID4)	202	0	1	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__	RS_GCF_001317345.1	t	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus sp. EP1	f	SAMN03274361	0	0	2015-10-16	Third Institute of Oceanography, State Oceanic Administration	0	none	ASM131734v1	none	1957	n/a	3	GCA_001317345.1	1819157	0	1591054	43	full	0	11	none	43	Thermococcus sp. EP1	211007	1819157	none	1	none	Contig	na	1591054	none	JXCG00000000.1	PRJNA224116	2015/10/16	sediment	none	3.10 S 102.55 W	EP1	k__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__sibiricus	2706	2667143	99.596	0	1484	NZ_JXCG01000001.1	1484	2706	Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus sibiricus MM 739	CP001463.113597.115082	1484	0	99.596	NZ_JXCG01000010.1	102	63056	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus_A;s__	t	1	RS_GCF_001317345.1	f
